"sp1","sp2","sp1_inc","sp2_inc","obs_cooccur","prob_cooccur","exp_cooccur","p_lt","p_gt","sp1_name","sp2_name","effects","quality","sp1_start_flowering","sp1_end_flowering","sp1_flowering_length","sp2_start_flowering","sp2_end_flowering","sp2_flowering_length","flowering_overlap","flowering_synchrony_sp1","flowering_synchrony_sp2"
338,477,6,15,4,0.013,1.1,0.99941,0.00921,"Polygala senega","Viola adunca",0.0353658536585366,"positive",5,7,3,4,9,6,3,1,0.5
338,488,6,14,5,0.012,1,0.99999,4e-04,"Polygala senega","Zizia aptera",0.0487804878048781,"positive",5,7,3,5,7,3,3,1,1
340,354,6,23,4,0.021,1.7,0.99404,0.04923,"Populus balsamifera","Prunus virginiana",0.0280487804878049,"positive",4,5,2,4,7,4,2,1,0.5
340,376,6,18,4,0.016,1.3,0.99838,0.01924,"Populus balsamifera","Rosa woodsii",0.0329268292682927,"positive",4,5,2,6,8,3,0,0,0
342,376,17,18,7,0.046,3.7,0.99105,0.0387,"Populus tremuloides","Rosa woodsii",0.0402439024390244,"positive",4,4,1,6,8,3,0,0,0
342,409,17,25,11,0.063,5.2,0.99985,0.00115,"Populus tremuloides","Shepherdia canadensis",0.0707317073170732,"positive",4,4,1,4,5,2,1,1,0.5
342,413,17,7,4,0.018,1.5,0.9964,0.03095,"Populus tremuloides","Sisyrinchium montanum",0.0304878048780488,"positive",4,4,1,5,8,4,0,0,0
343,356,10,25,6,0.037,3,0.99256,0.04014,"Potentilla concinna","Pulsatilla nuttalliana",0.0365853658536585,"positive",4,6,3,3,11,9,3,1,0.333333333333333
343,409,10,25,6,0.037,3,0.99256,0.04014,"Potentilla concinna","Shepherdia canadensis",0.0365853658536585,"positive",4,6,3,4,5,2,2,0.666666666666667,1
343,434,10,16,5,0.024,2,0.99704,0.0212,"Potentilla concinna","Symphyotrichum laeve",0.0365853658536585,"positive",4,6,3,6,10,5,1,0.333333333333333,0.2
343,442,10,30,8,0.045,3.7,0.99964,0.00399,"Potentilla concinna","Thermopsis rhombifolia",0.0524390243902439,"positive",4,6,3,4,7,4,3,1,0.75
343,477,10,15,5,0.022,1.8,0.99806,0.0155,"Potentilla concinna","Viola adunca",0.0390243902439024,"positive",4,6,3,4,9,6,3,1,0.5
354,408,23,8,5,0.027,2.2,0.99473,0.03596,"Prunus virginiana","Shepherdia argentea",0.0341463414634146,"positive",4,7,4,4,5,2,2,0.5,1
356,368,25,10,0,0.037,3,0.02019,1,"Pulsatilla nuttalliana","Rhus aromatica",-0.0365853658536585,"negative",3,11,9,5,5,1,1,0.111111111111111,1
356,442,25,30,14,0.112,9.1,0.99591,0.0157,"Pulsatilla nuttalliana","Thermopsis rhombifolia",0.0597560975609756,"positive",3,11,9,4,7,4,4,0.444444444444444,1
356,454,25,18,0,0.067,5.5,0.00053,1,"Pulsatilla nuttalliana","Trifolium pratense",-0.0670731707317073,"negative",3,11,9,6,10,5,5,0.555555555555556,1
356,476,25,14,1,0.052,4.3,0.03134,0.9965,"Pulsatilla nuttalliana","Vicia cracca",-0.0402439024390244,"negative",3,11,9,5,11,7,7,0.777777777777778,1
368,409,10,25,0,0.037,3,0.02019,1,"Rhus aromatica","Shepherdia canadensis",-0.0365853658536585,"negative",5,5,1,4,5,2,1,1,0.5
371,409,7,25,5,0.026,2.1,0.99722,0.02509,"Ribes oxyacanthoides","Shepherdia canadensis",0.0353658536585366,"positive",5,6,2,4,5,2,1,0.5,0.5
371,477,7,15,4,0.016,1.3,0.99816,0.01904,"Ribes oxyacanthoides","Viola adunca",0.0329268292682927,"positive",5,6,2,4,9,6,2,1,0.333333333333333
373,434,8,16,4,0.019,1.6,0.99389,0.04291,"Rosa acicularis","Symphyotrichum laeve",0.0292682926829268,"positive",5,7,3,6,10,5,2,0.666666666666667,0.4
373,454,8,18,5,0.021,1.8,0.99889,0.01112,"Rosa acicularis","Trifolium pratense",0.0390243902439024,"positive",5,7,3,6,10,5,2,0.666666666666667,0.4
374,434,8,16,4,0.019,1.6,0.99389,0.04291,"Rosa arkansana","Symphyotrichum laeve",0.0292682926829268,"positive",6,9,4,6,10,5,4,1,0.8
376,390,18,10,5,0.027,2.2,0.99382,0.03671,"Rosa woodsii","Salix interior",0.0341463414634146,"positive",6,8,3,5,7,3,2,0.666666666666667,0.666666666666667
376,430,18,30,11,0.08,6.6,0.99639,0.0161,"Rosa woodsii","Symphoricarpos occidentalis",0.0536585365853659,"positive",6,8,3,6,8,3,3,1,1
376,476,18,14,6,0.037,3.1,0.98933,0.04804,"Rosa woodsii","Vicia cracca",0.0353658536585366,"positive",6,8,3,5,11,7,3,1,0.428571428571429
390,444,10,10,4,0.015,1.2,0.99825,0.01709,"Salix interior","Thlaspi arvense",0.0341463414634146,"positive",5,7,3,4,9,6,3,1,0.5
390,454,10,18,5,0.027,2.2,0.99382,0.03671,"Salix interior","Trifolium pratense",0.0341463414634146,"positive",5,7,3,6,10,5,2,0.666666666666667,0.4
390,476,10,14,5,0.021,1.7,0.99877,0.01098,"Salix interior","Vicia cracca",0.0402439024390244,"positive",5,7,3,5,11,7,3,1,0.428571428571429
408,442,8,30,6,0.036,2.9,0.99687,0.02523,"Shepherdia argentea","Thermopsis rhombifolia",0.0378048780487805,"positive",4,5,2,4,7,4,2,1,0.5
408,448,8,18,5,0.021,1.8,0.99889,0.01112,"Shepherdia argentea","Tragopogon dubius",0.0390243902439024,"positive",4,5,2,5,10,6,1,0.5,0.166666666666667
409,423,25,8,0,0.03,2.4,0.04636,1,"Shepherdia canadensis","Sphaeralcea coccinea",-0.0292682926829268,"negative",4,5,2,5,9,5,1,0.5,0.2
409,434,25,16,9,0.059,4.9,0.99666,0.01628,"Shepherdia canadensis","Symphyotrichum laeve",0.05,"positive",4,5,2,6,10,5,0,0,0
409,454,25,18,10,0.067,5.5,0.99762,0.01161,"Shepherdia canadensis","Trifolium pratense",0.0548780487804878,"positive",4,5,2,6,10,5,0,0,0
409,477,25,15,10,0.056,4.6,0.99981,0.00157,"Shepherdia canadensis","Viola adunca",0.0658536585365854,"positive",4,5,2,4,9,6,2,1,0.333333333333333
412,476,7,14,6,0.015,1.2,1,5e-05,"Sisymbrium loeselii","Vicia cracca",0.0585365853658537,"positive",5,10,6,5,11,7,6,1,0.857142857142857
413,488,7,14,6,0.015,1.2,1,5e-05,"Sisyrinchium montanum","Zizia aptera",0.0585365853658537,"positive",5,8,4,5,7,3,3,0.75,1
426,442,3,30,3,0.013,1.1,1,0.04584,"Sporobolus rigidus","Thermopsis rhombifolia",0.0231707317073171,"positive",7,8,2,4,7,4,1,0.5,0.25
430,432,30,3,3,0.013,1.1,1,0.04584,"Symphoricarpos occidentalis","Symphyotrichum ericoides",0.0231707317073171,"positive",6,8,3,7,10,4,2,0.666666666666667,0.5
430,442,30,30,15,0.134,11,0.98402,0.04726,"Symphoricarpos occidentalis","Thermopsis rhombifolia",0.0487804878048781,"positive",6,8,3,4,7,4,2,0.666666666666667,0.5
430,488,30,14,9,0.062,5.1,0.9957,0.02122,"Symphoricarpos occidentalis","Zizia aptera",0.0475609756097561,"positive",6,8,3,5,7,3,2,0.666666666666667,0.666666666666667
432,442,3,30,3,0.013,1.1,1,0.04584,"Symphyotrichum ericoides","Thermopsis rhombifolia",0.0231707317073171,"positive",7,10,4,4,7,4,1,0.25,0.25
434,458,16,7,4,0.017,1.4,0.99739,0.02451,"Symphyotrichum laeve","Tripleurospermum inodorum",0.0317073170731707,"positive",6,10,5,5,11,7,5,1,0.714285714285714
434,477,16,15,7,0.036,2.9,0.99888,0.00771,"Symphyotrichum laeve","Viola adunca",0.05,"positive",6,10,5,4,9,6,4,0.8,0.666666666666667
437,476,7,14,4,0.015,1.2,0.99875,0.01445,"Tanacetum vulgare","Vicia cracca",0.0341463414634146,"positive",7,10,4,5,11,7,4,1,0.571428571428571
438,442,12,30,8,0.054,4.4,0.99567,0.02346,"Taraxacum officinale","Thermopsis rhombifolia",0.0439024390243902,"positive",3,11,9,4,7,4,4,0.444444444444444,1
438,477,12,15,5,0.027,2.2,0.99316,0.03836,"Taraxacum officinale","Viola adunca",0.0341463414634146,"positive",3,11,9,4,9,6,6,0.666666666666667,1
442,454,30,18,3,0.08,6.6,0.04,0.9911,"Thermopsis rhombifolia","Trifolium pratense",-0.0439024390243902,"negative",4,7,4,6,10,5,2,0.5,0.4
442,477,30,15,10,0.067,5.5,0.99831,0.00953,"Thermopsis rhombifolia","Viola adunca",0.0548780487804878,"positive",4,7,4,4,9,6,4,1,0.666666666666667
448,476,18,14,7,0.037,3.1,0.99833,0.01067,"Tragopogon dubius","Vicia cracca",0.0475609756097561,"positive",5,10,6,5,11,7,6,1,0.857142857142857
454,458,18,7,4,0.019,1.5,0.99514,0.0384,"Trifolium pratense","Tripleurospermum inodorum",0.0304878048780488,"positive",6,10,5,5,11,7,5,1,0.714285714285714
454,476,18,14,7,0.037,3.1,0.99833,0.01067,"Trifolium pratense","Vicia cracca",0.0475609756097561,"positive",6,10,5,5,11,7,5,1,0.714285714285714
458,476,7,14,5,0.015,1.2,0.99995,0.00125,"Tripleurospermum inodorum","Vicia cracca",0.0463414634146341,"positive",5,11,7,5,11,7,7,1,1
477,488,15,14,7,0.031,2.6,0.99968,0.00286,"Viola adunca","Zizia aptera",0.0536585365853659,"positive",4,9,6,5,7,3,3,0.5,1
