"sp1","sp2","sp1_inc","sp2_inc","obs_cooccur","prob_cooccur","exp_cooccur","p_lt","p_gt","sp1_name","sp2_name","effects","quality","sp1_start_flowering","sp1_end_flowering","sp1_flowering_length","sp2_start_flowering","sp2_end_flowering","sp2_flowering_length","flowering_overlap","flowering_synchrony_sp1","flowering_synchrony_sp2"
196,423,14,8,5,0.017,1.4,0.9998,0.00301,"Gutierrezia sarothrae","Sphaeralcea coccinea",0.0439024390243902,"positive",6,9,4,5,9,5,4,1,0.8
196,454,14,18,0,0.037,3.1,0.02177,1,"Gutierrezia sarothrae","Trifolium pratense",-0.0378048780487805,"negative",6,9,4,6,10,5,4,1,0.8
196,479,14,6,4,0.012,1,0.9996,0.00691,"Gutierrezia sarothrae","Viola nuttallii",0.0365853658536585,"positive",6,9,4,4,6,3,1,0.25,0.333333333333333
199,200,11,16,5,0.026,2.1,0.99426,0.03409,"Hedysarum alpinum","Hedysarum boreale",0.0353658536585366,"positive",5,9,5,4,10,7,5,1,0.714285714285714
199,239,11,23,8,0.038,3.1,0.9999,0.00124,"Hedysarum alpinum","Linum lewisii",0.0597560975609756,"positive",5,9,5,5,10,6,5,1,0.833333333333333
199,290,11,9,4,0.015,1.2,0.99838,0.01629,"Hedysarum alpinum","Oxytropis campestris",0.0341463414634146,"positive",5,9,5,5,9,5,5,1,1
199,434,11,16,5,0.026,2.1,0.99426,0.03409,"Hedysarum alpinum","Symphyotrichum laeve",0.0353658536585366,"positive",5,9,5,6,10,5,4,0.8,0.8
199,477,11,15,7,0.025,2,0.99998,0.00038,"Hedysarum alpinum","Viola adunca",0.0609756097560976,"positive",5,9,5,4,9,6,5,1,0.833333333333333
199,488,11,14,6,0.023,1.9,0.99979,0.00245,"Hedysarum alpinum","Zizia aptera",0.05,"positive",5,9,5,5,7,3,3,0.6,1
200,258,16,30,12,0.071,5.9,0.99993,0.00063,"Hedysarum boreale","Maianthemum stellatum",0.074390243902439,"positive",4,10,7,5,7,3,3,0.428571428571429,1
200,278,16,11,5,0.026,2.1,0.99426,0.03409,"Hedysarum boreale","Musineon divaricatum",0.0353658536585366,"positive",4,10,7,4,7,4,4,0.571428571428571,1
200,356,16,25,9,0.059,4.9,0.99666,0.01628,"Hedysarum boreale","Pulsatilla nuttalliana",0.05,"positive",4,10,7,3,11,9,7,1,0.777777777777778
200,371,16,7,4,0.017,1.4,0.99739,0.02451,"Hedysarum boreale","Ribes oxyacanthoides",0.0317073170731707,"positive",4,10,7,5,6,2,2,0.285714285714286,1
200,442,16,30,10,0.071,5.9,0.99597,0.01869,"Hedysarum boreale","Thermopsis rhombifolia",0.05,"positive",4,10,7,4,7,4,4,0.571428571428571,1
200,476,16,14,0,0.033,2.7,0.03521,1,"Hedysarum boreale","Vicia cracca",-0.0329268292682927,"negative",4,10,7,5,11,7,6,0.857142857142857,0.857142857142857
200,477,16,15,6,0.036,2.9,0.99229,0.03745,"Hedysarum boreale","Viola adunca",0.0378048780487805,"positive",4,10,7,4,9,6,6,0.857142857142857,1
200,488,16,14,7,0.033,2.7,0.99942,0.00463,"Hedysarum boreale","Zizia aptera",0.0524390243902439,"positive",4,10,7,5,7,3,3,0.428571428571429,1
202,286,6,15,5,0.013,1.1,0.99999,0.00059,"Helianthus annuus","Opuntia polyacantha",0.0475609756097561,"positive",6,11,6,5,8,4,3,0.5,0.75
208,216,13,7,4,0.014,1.1,0.99917,0.01068,"Heterotheca villosa","Hymenoxys richardsonii",0.0353658536585366,"positive",6,10,5,5,7,3,2,0.4,0.666666666666667
208,222,13,7,5,0.014,1.1,0.99997,0.00083,"Heterotheca villosa","Krascheninnikovia lanata",0.0475609756097561,"positive",6,10,5,5,9,4,4,0.8,1
208,233,13,14,7,0.027,2.2,0.99993,0.00092,"Heterotheca villosa","Liatris punctata",0.0585365853658537,"positive",6,10,5,7,10,4,4,0.8,1
208,286,13,15,6,0.029,2.4,0.99841,0.01134,"Heterotheca villosa","Opuntia polyacantha",0.0439024390243902,"positive",6,10,5,5,8,4,3,0.6,0.75
208,304,13,8,4,0.015,1.3,0.99799,0.01935,"Heterotheca villosa","Pelecyphora vivipara",0.0329268292682927,"positive",6,10,5,5,7,3,2,0.4,0.666666666666667
208,368,13,10,4,0.019,1.6,0.9925,0.04756,"Heterotheca villosa","Rhus aromatica",0.0292682926829268,"positive",6,10,5,5,5,1,0,0,0
208,423,13,8,4,0.015,1.3,0.99799,0.01935,"Heterotheca villosa","Sphaeralcea coccinea",0.0329268292682927,"positive",6,10,5,5,9,5,4,0.8,0.8
214,354,6,23,4,0.021,1.7,0.99404,0.04923,"Hordeum jubatum","Prunus virginiana",0.0280487804878049,"positive",6,7,2,4,7,4,2,1,0.5
214,448,6,18,4,0.016,1.3,0.99838,0.01924,"Hordeum jubatum","Tragopogon dubius",0.0329268292682927,"positive",6,7,2,5,10,6,2,1,0.333333333333333
214,476,6,14,4,0.012,1,0.9996,0.00691,"Hordeum jubatum","Vicia cracca",0.0365853658536585,"positive",6,7,2,5,11,7,2,1,0.285714285714286
216,233,7,14,5,0.015,1.2,0.99995,0.00125,"Hymenoxys richardsonii","Liatris punctata",0.0463414634146341,"positive",5,7,3,7,10,4,1,0.333333333333333,0.25
216,258,7,30,0,0.031,2.6,0.03519,1,"Hymenoxys richardsonii","Maianthemum stellatum",-0.0317073170731707,"negative",5,7,3,5,7,3,3,1,1
216,286,7,15,6,0.016,1.3,1,9e-05,"Hymenoxys richardsonii","Opuntia polyacantha",0.0573170731707317,"positive",5,7,3,5,8,4,3,1,0.75
216,310,7,15,5,0.016,1.3,0.99991,0.00184,"Hymenoxys richardsonii","Penstemon nitidus",0.0451219512195122,"positive",5,7,3,4,7,4,3,1,0.75
216,321,7,15,4,0.016,1.3,0.99816,0.01904,"Hymenoxys richardsonii","Phlox hoodii",0.0329268292682927,"positive",5,7,3,3,10,8,3,1,0.375
217,239,7,23,5,0.024,2,0.99837,0.01677,"Hyoscyamus niger","Linum lewisii",0.0365853658536585,"positive",5,10,6,5,10,6,6,1,1
217,376,7,18,5,0.019,1.5,0.99968,0.00486,"Hyoscyamus niger","Rosa woodsii",0.0426829268292683,"positive",5,10,6,6,8,3,3,0.5,1
217,476,7,14,4,0.015,1.2,0.99875,0.01445,"Hyoscyamus niger","Vicia cracca",0.0341463414634146,"positive",5,10,6,5,11,7,6,1,0.857142857142857
220,430,3,30,3,0.013,1.1,1,0.04584,"Juncus balticus","Symphoricarpos occidentalis",0.0231707317073171,"positive",5,7,3,6,8,3,2,0.666666666666667,0.666666666666667
222,233,7,14,5,0.015,1.2,0.99995,0.00125,"Krascheninnikovia lanata","Liatris punctata",0.0463414634146341,"positive",5,9,4,7,10,4,3,0.75,0.75
222,286,7,15,5,0.016,1.3,0.99991,0.00184,"Krascheninnikovia lanata","Opuntia polyacantha",0.0451219512195122,"positive",5,9,4,5,8,4,4,1,1
222,310,7,15,4,0.016,1.3,0.99816,0.01904,"Krascheninnikovia lanata","Penstemon nitidus",0.0329268292682927,"positive",5,9,4,4,7,4,3,0.75,0.75
222,321,7,15,5,0.016,1.3,0.99991,0.00184,"Krascheninnikovia lanata","Phlox hoodii",0.0451219512195122,"positive",5,9,4,3,10,8,5,1.25,0.625
233,240,14,6,4,0.012,1,0.9996,0.00691,"Liatris punctata","Lithospermum incisum",0.0365853658536585,"positive",7,10,4,4,6,3,0,0,0
233,285,14,13,5,0.027,2.2,0.99256,0.04062,"Liatris punctata","Oenothera suffrutescens",0.0341463414634146,"positive",7,10,4,5,8,4,2,0.5,0.5
233,286,14,15,9,0.031,2.6,1,2e-05,"Liatris punctata","Opuntia polyacantha",0.0780487804878049,"positive",7,10,4,5,8,4,2,0.5,0.5
233,287,14,6,4,0.012,1,0.9996,0.00691,"Liatris punctata","Oreocarya glomerata",0.0365853658536585,"positive",7,10,4,5,8,4,2,0.5,0.5
233,292,14,9,4,0.019,1.5,0.9939,0.04171,"Liatris punctata","Oxytropis sericea",0.0304878048780488,"positive",7,10,4,5,6,2,0,0,0
233,292,14,9,4,0.019,1.5,0.9939,0.04171,"Liatris punctata","Oxytropis sericea",0.0304878048780488,"positive",7,10,4,5,6,2,0,0,0
233,304,14,8,5,0.017,1.4,0.9998,0.00301,"Liatris punctata","Pelecyphora vivipara",0.0439024390243902,"positive",7,10,4,5,7,3,1,0.25,0.333333333333333
233,310,14,15,8,0.031,2.6,0.99998,0.00032,"Liatris punctata","Penstemon nitidus",0.0658536585365854,"positive",7,10,4,4,7,4,1,0.25,0.25
233,323,14,6,5,0.012,1,0.99999,4e-04,"Liatris punctata","Physaria arenosa",0.0487804878048781,"positive",7,10,4,4,7,4,1,0.25,0.25
233,342,14,17,0,0.035,2.9,0.02774,1,"Liatris punctata","Populus tremuloides",-0.0353658536585366,"negative",7,10,4,4,4,1,0,0,0
233,368,14,10,6,0.021,1.7,0.99992,0.00123,"Liatris punctata","Rhus aromatica",0.0524390243902439,"positive",7,10,4,5,5,1,0,0,0
233,409,14,25,0,0.052,4.3,0.0035,1,"Liatris punctata","Shepherdia canadensis",-0.0524390243902439,"negative",7,10,4,4,5,2,0,0,0
233,423,14,8,5,0.017,1.4,0.9998,0.00301,"Liatris punctata","Sphaeralcea coccinea",0.0439024390243902,"positive",7,10,4,5,9,5,3,0.75,0.6
233,454,14,18,0,0.037,3.1,0.02177,1,"Liatris punctata","Trifolium pratense",-0.0378048780487805,"negative",7,10,4,6,10,5,4,1,0.8
233,477,14,15,0,0.031,2.6,0.04451,1,"Liatris punctata","Viola adunca",-0.0317073170731707,"negative",7,10,4,4,9,6,3,0.75,0.5
233,479,14,6,4,0.012,1,0.9996,0.00691,"Liatris punctata","Viola nuttallii",0.0365853658536585,"positive",7,10,4,4,6,3,0,0,0
236,261,11,10,5,0.016,1.3,0.99978,0.00303,"Linaria vulgaris","Medicago lupulina",0.0451219512195122,"positive",5,10,6,5,11,7,6,1,0.857142857142857
236,262,11,10,5,0.016,1.3,0.99978,0.00303,"Linaria vulgaris","Medicago sativa",0.0451219512195122,"positive",5,10,6,5,10,6,6,1,1
236,264,11,9,4,0.015,1.2,0.99838,0.01629,"Linaria vulgaris","Melilotus albus",0.0341463414634146,"positive",5,10,6,6,11,6,5,0.833333333333333,0.833333333333333
236,265,11,14,7,0.023,1.9,0.99999,0.00021,"Linaria vulgaris","Melilotus officinalis",0.0621951219512195,"positive",5,10,6,5,11,7,6,1,0.857142857142857
236,390,11,10,4,0.016,1.3,0.99697,0.02512,"Linaria vulgaris","Salix interior",0.0329268292682927,"positive",5,10,6,5,7,3,3,0.5,1
236,444,11,10,4,0.016,1.3,0.99697,0.02512,"Linaria vulgaris","Thlaspi arvense",0.0329268292682927,"positive",5,10,6,4,9,6,5,0.833333333333333,0.833333333333333
236,448,11,18,6,0.029,2.4,0.99842,0.01169,"Linaria vulgaris","Tragopogon dubius",0.0439024390243902,"positive",5,10,6,5,10,6,6,1,1
236,476,11,14,7,0.023,1.9,0.99999,0.00021,"Linaria vulgaris","Vicia cracca",0.0621951219512195,"positive",5,10,6,5,11,7,6,1,0.857142857142857
239,320,23,6,5,0.021,1.7,0.99971,0.00596,"Linum lewisii","Phleum pratense",0.0402439024390244,"positive",5,10,6,7,7,1,1,0.166666666666667,1
239,338,23,6,5,0.021,1.7,0.99971,0.00596,"Linum lewisii","Polygala senega",0.0402439024390244,"positive",5,10,6,5,7,3,3,0.5,1
239,390,23,10,6,0.034,2.8,0.99586,0.02562,"Linum lewisii","Salix interior",0.0390243902439024,"positive",5,10,6,5,7,3,3,0.5,1
239,412,23,7,5,0.024,2,0.99837,0.01677,"Linum lewisii","Sisymbrium loeselii",0.0365853658536585,"positive",5,10,6,5,10,6,6,1,1
239,488,23,14,8,0.048,3.9,0.99788,0.01217,"Linum lewisii","Zizia aptera",0.05,"positive",5,10,6,5,7,3,3,0.5,1
241,258,13,30,9,0.058,4.8,0.99834,0.01034,"Lithospermum ruderale","Maianthemum stellatum",0.051219512195122,"positive",5,7,3,5,7,3,3,1,1
241,275,13,18,7,0.035,2.9,0.99918,0.00617,"Lithospermum ruderale","Monarda fistulosa",0.05,"positive",5,7,3,5,9,5,3,1,0.6
241,354,13,23,7,0.044,3.6,0.99358,0.03119,"Lithospermum ruderale","Prunus virginiana",0.0414634146341463,"positive",5,7,3,4,7,4,3,1,0.75
241,356,13,25,8,0.048,4,0.99796,0.01219,"Lithospermum ruderale","Pulsatilla nuttalliana",0.0487804878048781,"positive",5,7,3,3,11,9,3,1,0.333333333333333
241,477,13,15,6,0.029,2.4,0.99841,0.01134,"Lithospermum ruderale","Viola adunca",0.0439024390243902,"positive",5,7,3,4,9,6,3,1,0.5
246,258,12,30,10,0.054,4.4,0.99996,0.00052,"Lonicera dioica","Maianthemum stellatum",0.0682926829268293,"positive",6,7,2,5,7,3,2,1,0.666666666666667
246,290,12,9,4,0.016,1.3,0.99734,0.0231,"Lonicera dioica","Oxytropis campestris",0.0329268292682927,"positive",6,7,2,5,9,5,2,1,0.4
246,342,12,17,7,0.03,2.5,0.99979,0.00215,"Lonicera dioica","Populus tremuloides",0.0548780487804878,"positive",6,7,2,4,4,1,0,0,0
246,354,12,23,7,0.041,3.4,0.99696,0.01785,"Lonicera dioica","Prunus virginiana",0.0439024390243902,"positive",6,7,2,4,7,4,2,1,0.5
246,413,12,7,5,0.012,1,0.99998,0.00052,"Lonicera dioica","Sisyrinchium montanum",0.0487804878048781,"positive",6,7,2,5,8,4,2,1,0.5
246,477,12,15,8,0.027,2.2,1,6e-05,"Lonicera dioica","Viola adunca",0.0707317073170732,"positive",6,7,2,4,9,6,2,1,0.333333333333333
246,488,12,14,5,0.025,2,0.99557,0.02786,"Lonicera dioica","Zizia aptera",0.0365853658536585,"positive",6,7,2,5,7,3,2,1,0.666666666666667
250,476,6,14,4,0.012,1,0.9996,0.00691,"Lotus corniculatus","Vicia cracca",0.0365853658536585,"positive",5,9,5,5,11,7,5,1,0.714285714285714
253,310,7,15,4,0.016,1.3,0.99816,0.01904,"Lygodesmia juncea","Penstemon nitidus",0.0329268292682927,"positive",6,10,5,4,7,4,2,0.4,0.5
258,278,30,11,8,0.049,4,0.99853,0.01071,"Maianthemum stellatum","Musineon divaricatum",0.0487804878048781,"positive",5,7,3,4,7,4,3,1,0.75
258,295,30,5,5,0.022,1.8,1,0.00522,"Maianthemum stellatum","Packera cana",0.0390243902439024,"positive",5,7,3,5,8,4,3,1,0.75
258,342,30,17,12,0.076,6.2,0.99978,0.00161,"Maianthemum stellatum","Populus tremuloides",0.0707317073170732,"positive",5,7,3,4,4,1,0,0,0
258,343,30,10,7,0.045,3.7,0.99601,0.02502,"Maianthemum stellatum","Potentilla concinna",0.0402439024390244,"positive",5,7,3,4,6,3,2,0.666666666666667,0.666666666666667
258,373,30,8,6,0.036,2.9,0.99687,0.02523,"Maianthemum stellatum","Rosa acicularis",0.0378048780487805,"positive",5,7,3,5,7,3,3,1,1
258,376,30,18,11,0.08,6.6,0.99639,0.0161,"Maianthemum stellatum","Rosa woodsii",0.0536585365853659,"positive",5,7,3,6,8,3,2,0.666666666666667,0.666666666666667
258,423,30,8,0,0.036,2.9,0.02111,1,"Maianthemum stellatum","Sphaeralcea coccinea",-0.0353658536585366,"negative",5,7,3,5,9,5,3,1,0.6
258,434,30,16,11,0.071,5.9,0.99937,0.00403,"Maianthemum stellatum","Symphyotrichum laeve",0.0621951219512195,"positive",5,7,3,6,10,5,2,0.666666666666667,0.4
258,438,30,12,8,0.054,4.4,0.99567,0.02346,"Maianthemum stellatum","Taraxacum officinale",0.0439024390243902,"positive",5,7,3,3,11,9,3,1,0.333333333333333
258,477,30,15,12,0.067,5.5,0.99998,0.00021,"Maianthemum stellatum","Viola adunca",0.0792682926829268,"positive",5,7,3,4,9,6,3,1,0.5
261,265,10,14,7,0.021,1.7,1,8e-05,"Medicago lupulina","Melilotus officinalis",0.0646341463414634,"positive",5,11,7,5,11,7,7,1,1
261,356,10,25,0,0.037,3,0.02019,1,"Medicago lupulina","Pulsatilla nuttalliana",-0.0365853658536585,"negative",5,11,7,3,11,9,7,1,0.777777777777778
261,448,10,18,5,0.027,2.2,0.99382,0.03671,"Medicago lupulina","Tragopogon dubius",0.0341463414634146,"positive",5,11,7,5,10,6,6,0.857142857142857,1
261,454,10,18,5,0.027,2.2,0.99382,0.03671,"Medicago lupulina","Trifolium pratense",0.0341463414634146,"positive",5,11,7,6,10,5,5,0.714285714285714,1
261,476,10,14,6,0.021,1.7,0.99992,0.00123,"Medicago lupulina","Vicia cracca",0.0524390243902439,"positive",5,11,7,5,11,7,7,1,1
262,356,10,25,0,0.037,3,0.02019,1,"Medicago sativa","Pulsatilla nuttalliana",-0.0365853658536585,"negative",5,10,6,3,11,9,6,1,0.666666666666667
262,438,10,12,6,0.018,1.5,0.99998,0.00042,"Medicago sativa","Taraxacum officinale",0.0548780487804878,"positive",5,10,6,3,11,9,6,1,0.666666666666667
262,476,10,14,5,0.021,1.7,0.99877,0.01098,"Medicago sativa","Vicia cracca",0.0402439024390244,"positive",5,10,6,5,11,7,6,1,0.857142857142857
264,265,9,14,4,0.019,1.5,0.9939,0.04171,"Melilotus albus","Melilotus officinalis",0.0304878048780488,"positive",6,11,6,5,11,7,6,1,0.857142857142857
264,356,9,25,0,0.033,2.7,0.0307,1,"Melilotus albus","Pulsatilla nuttalliana",-0.0329268292682927,"negative",6,11,6,3,11,9,6,1,0.666666666666667
264,448,9,18,5,0.024,2,0.99713,0.02144,"Melilotus albus","Tragopogon dubius",0.0365853658536585,"positive",6,11,6,5,10,6,5,0.833333333333333,0.833333333333333
264,454,9,18,8,0.024,2,1,1e-05,"Melilotus albus","Trifolium pratense",0.0731707317073171,"positive",6,11,6,6,10,5,5,0.833333333333333,1
264,476,9,14,4,0.019,1.5,0.9939,0.04171,"Melilotus albus","Vicia cracca",0.0304878048780488,"positive",6,11,6,5,11,7,6,1,0.857142857142857
265,417,14,8,4,0.017,1.4,0.99699,0.02589,"Melilotus officinalis","Solidago missouriensis",0.0317073170731707,"positive",5,11,7,6,9,4,4,0.571428571428571,1
265,448,14,18,7,0.037,3.1,0.99833,0.01067,"Melilotus officinalis","Tragopogon dubius",0.0475609756097561,"positive",5,11,7,5,10,6,6,0.857142857142857,1
275,286,18,15,0,0.04,3.3,0.016,1,"Monarda fistulosa","Opuntia polyacantha",-0.0402439024390244,"negative",5,9,5,5,8,4,4,0.8,1
275,342,18,17,7,0.046,3.7,0.99105,0.0387,"Monarda fistulosa","Populus tremuloides",0.0402439024390244,"positive",5,9,5,4,4,1,0,0,0
275,343,18,10,5,0.027,2.2,0.99382,0.03671,"Monarda fistulosa","Potentilla concinna",0.0341463414634146,"positive",5,9,5,4,6,3,2,0.4,0.666666666666667
275,356,18,25,9,0.067,5.5,0.98839,0.04302,"Monarda fistulosa","Pulsatilla nuttalliana",0.0426829268292683,"positive",5,9,5,3,11,9,5,1,0.555555555555556
275,409,18,25,9,0.067,5.5,0.98839,0.04302,"Monarda fistulosa","Shepherdia canadensis",0.0426829268292683,"positive",5,9,5,4,5,2,1,0.2,0.5
278,321,11,15,6,0.025,2,0.99962,0.00383,"Musineon divaricatum","Phlox hoodii",0.0487804878048781,"positive",4,7,4,3,10,8,4,1,0.5
285,304,13,8,4,0.015,1.3,0.99799,0.01935,"Oenothera suffrutescens","Pelecyphora vivipara",0.0329268292682927,"positive",5,8,4,5,7,3,3,0.75,1
285,310,13,15,7,0.029,2.4,0.99985,0.00159,"Oenothera suffrutescens","Penstemon nitidus",0.0560975609756098,"positive",5,8,4,4,7,4,3,0.75,0.75
285,321,13,15,6,0.029,2.4,0.99841,0.01134,"Oenothera suffrutescens","Phlox hoodii",0.0439024390243902,"positive",5,8,4,3,10,8,4,1,0.5
285,342,13,17,0,0.033,2.7,0.03681,1,"Oenothera suffrutescens","Populus tremuloides",-0.0329268292682927,"negative",5,8,4,4,4,1,0,0,0
285,409,13,25,1,0.048,4,0.04512,0.99451,"Oenothera suffrutescens","Shepherdia canadensis",-0.0365853658536585,"negative",5,8,4,4,5,2,1,0.25,0.5
285,442,13,30,9,0.058,4.8,0.99834,0.01034,"Oenothera suffrutescens","Thermopsis rhombifolia",0.051219512195122,"positive",5,8,4,4,7,4,3,0.75,0.75
285,454,13,18,0,0.035,2.9,0.02945,1,"Oenothera suffrutescens","Trifolium pratense",-0.0353658536585366,"negative",5,8,4,6,10,5,3,0.75,0.6
286,287,15,6,6,0.013,1.1,1,1e-05,"Opuntia polyacantha","Oreocarya glomerata",0.0597560975609756,"positive",5,8,4,5,8,4,4,1,1
286,304,15,8,7,0.018,1.5,1,1e-05,"Opuntia polyacantha","Pelecyphora vivipara",0.0670731707317073,"positive",5,8,4,5,7,3,3,0.75,1
286,310,15,15,9,0.033,2.7,1,5e-05,"Opuntia polyacantha","Penstemon nitidus",0.0768292682926829,"positive",5,8,4,4,7,4,3,0.75,0.75
286,321,15,15,6,0.033,2.7,0.99517,0.0263,"Opuntia polyacantha","Phlox hoodii",0.0402439024390244,"positive",5,8,4,3,10,8,4,1,0.5
286,323,15,6,4,0.013,1.1,0.99941,0.00921,"Opuntia polyacantha","Physaria arenosa",0.0353658536585366,"positive",5,8,4,4,7,4,3,0.75,0.75
286,342,15,17,0,0.038,3.1,0.02081,1,"Opuntia polyacantha","Populus tremuloides",-0.0378048780487805,"negative",5,8,4,4,4,1,0,0,0
286,368,15,10,9,0.022,1.8,1,0,"Opuntia polyacantha","Rhus aromatica",0.0878048780487805,"positive",5,8,4,5,5,1,1,0.25,1
286,409,15,25,0,0.056,4.6,0.00221,1,"Opuntia polyacantha","Shepherdia canadensis",-0.0560975609756098,"negative",5,8,4,4,5,2,1,0.25,0.5
286,423,15,8,7,0.018,1.5,1,1e-05,"Opuntia polyacantha","Sphaeralcea coccinea",0.0670731707317073,"positive",5,8,4,5,9,5,4,1,0.8
286,454,15,18,0,0.04,3.3,0.016,1,"Opuntia polyacantha","Trifolium pratense",-0.0402439024390244,"negative",5,8,4,6,10,5,3,0.75,0.6
286,476,15,14,0,0.031,2.6,0.04451,1,"Opuntia polyacantha","Vicia cracca",-0.0317073170731707,"negative",5,8,4,5,11,7,4,1,0.571428571428571
286,477,15,15,0,0.033,2.7,0.03469,1,"Opuntia polyacantha","Viola adunca",-0.0329268292682927,"negative",5,8,4,4,9,6,4,1,0.666666666666667
286,479,15,6,4,0.013,1.1,0.99941,0.00921,"Opuntia polyacantha","Viola nuttallii",0.0353658536585366,"positive",5,8,4,4,6,3,2,0.5,0.666666666666667
286,488,15,14,0,0.031,2.6,0.04451,1,"Opuntia polyacantha","Zizia aptera",-0.0317073170731707,"negative",5,8,4,5,7,3,3,0.75,1
287,310,6,15,4,0.013,1.1,0.99941,0.00921,"Oreocarya glomerata","Penstemon nitidus",0.0353658536585366,"positive",5,8,4,4,7,4,3,0.75,0.75
290,390,9,10,4,0.013,1.1,0.99907,0.01095,"Oxytropis campestris","Salix interior",0.0353658536585366,"positive",5,9,5,5,7,3,3,0.6,1
290,442,9,30,0,0.04,3.3,0.01255,1,"Oxytropis campestris","Thermopsis rhombifolia",-0.0402439024390244,"negative",5,9,5,4,7,4,3,0.6,0.75
290,454,9,18,5,0.024,2,0.99713,0.02144,"Oxytropis campestris","Trifolium pratense",0.0365853658536585,"positive",5,9,5,6,10,5,4,0.8,0.8
290,488,9,14,4,0.019,1.5,0.9939,0.04171,"Oxytropis campestris","Zizia aptera",0.0304878048780488,"positive",5,9,5,5,7,3,3,0.6,1
292,356,9,25,7,0.033,2.7,0.99978,0.00284,"Oxytropis sericea","Pulsatilla nuttalliana",0.0524390243902439,"positive",5,6,2,3,11,9,2,1,0.222222222222222
292,356,9,25,7,0.033,2.7,0.99978,0.00284,"Oxytropis sericea","Pulsatilla nuttalliana",0.0524390243902439,"positive",5,6,2,3,11,9,2,1,0.222222222222222
293,409,6,25,5,0.022,1.8,0.99949,0.00915,"Oxytropis splendens","Shepherdia canadensis",0.0390243902439024,"positive",6,8,3,4,5,2,0,0,0
304,310,8,15,5,0.018,1.5,0.99968,0.00436,"Pelecyphora vivipara","Penstemon nitidus",0.0426829268292683,"positive",5,7,3,4,7,4,3,1,0.75
304,321,8,15,4,0.018,1.5,0.99564,0.03371,"Pelecyphora vivipara","Phlox hoodii",0.0304878048780488,"positive",5,7,3,3,10,8,3,1,0.375
304,409,8,25,0,0.03,2.4,0.04636,1,"Pelecyphora vivipara","Shepherdia canadensis",-0.0292682926829268,"negative",5,7,3,4,5,2,1,0.333333333333333,0.5
304,442,8,30,6,0.036,2.9,0.99687,0.02523,"Pelecyphora vivipara","Thermopsis rhombifolia",0.0378048780487805,"positive",5,7,3,4,7,4,3,1,0.75
310,321,15,15,6,0.033,2.7,0.99517,0.0263,"Penstemon nitidus","Phlox hoodii",0.0402439024390244,"positive",4,7,4,3,10,8,4,1,0.5
310,323,15,6,4,0.013,1.1,0.99941,0.00921,"Penstemon nitidus","Physaria arenosa",0.0353658536585366,"positive",4,7,4,4,7,4,4,1,1
310,368,15,10,6,0.022,1.8,0.99985,0.00194,"Penstemon nitidus","Rhus aromatica",0.051219512195122,"positive",4,7,4,5,5,1,1,0.25,1
310,409,15,25,1,0.056,4.6,0.02151,0.99779,"Penstemon nitidus","Shepherdia canadensis",-0.0439024390243902,"negative",4,7,4,4,5,2,2,0.5,1
310,417,15,8,4,0.018,1.5,0.99564,0.03371,"Penstemon nitidus","Solidago missouriensis",0.0304878048780488,"positive",4,7,4,6,9,4,2,0.5,0.5
310,423,15,8,5,0.018,1.5,0.99968,0.00436,"Penstemon nitidus","Sphaeralcea coccinea",0.0426829268292683,"positive",4,7,4,5,9,5,3,0.75,0.6
310,442,15,30,10,0.067,5.5,0.99831,0.00953,"Penstemon nitidus","Thermopsis rhombifolia",0.0548780487804878,"positive",4,7,4,4,7,4,4,1,1
310,479,15,6,5,0.013,1.1,0.99999,0.00059,"Penstemon nitidus","Viola nuttallii",0.0475609756097561,"positive",4,7,4,4,6,3,3,0.75,1
315,454,6,18,4,0.016,1.3,0.99838,0.01924,"Petasites frigidus","Trifolium pratense",0.0329268292682927,"positive",4,9,6,6,10,5,4,0.666666666666667,0.8
320,376,6,18,4,0.016,1.3,0.99838,0.01924,"Phleum pratense","Rosa woodsii",0.0329268292682927,"positive",7,7,1,6,8,3,1,1,0.333333333333333
320,430,6,30,5,0.027,2.2,0.9983,0.02286,"Phleum pratense","Symphoricarpos occidentalis",0.0341463414634146,"positive",7,7,1,6,8,3,1,1,0.333333333333333
321,343,15,10,5,0.022,1.8,0.99806,0.0155,"Phlox hoodii","Potentilla concinna",0.0390243902439024,"positive",3,10,8,4,6,3,3,0.375,1
321,356,15,25,10,0.056,4.6,0.99981,0.00157,"Phlox hoodii","Pulsatilla nuttalliana",0.0658536585365854,"positive",3,10,8,3,11,9,8,1,0.888888888888889
321,423,15,8,5,0.018,1.5,0.99968,0.00436,"Phlox hoodii","Sphaeralcea coccinea",0.0426829268292683,"positive",3,10,8,5,9,5,5,0.625,1
321,442,15,30,10,0.067,5.5,0.99831,0.00953,"Phlox hoodii","Thermopsis rhombifolia",0.0548780487804878,"positive",3,10,8,4,7,4,4,0.5,1
321,454,15,18,0,0.04,3.3,0.016,1,"Phlox hoodii","Trifolium pratense",-0.0402439024390244,"negative",3,10,8,6,10,5,5,0.625,1
327,454,5,18,4,0.013,1.1,0.99969,0.00749,"Plantago major","Trifolium pratense",0.0353658536585366,"positive",6,8,3,6,10,5,3,1,0.6
338,409,6,25,5,0.022,1.8,0.99949,0.00915,"Polygala senega","Shepherdia canadensis",0.0390243902439024,"positive",5,7,3,4,5,2,1,0.333333333333333,0.5
