source_taxon_name,interaction_type,target_taxon_name,target_taxon,notes,latitude,longitude,study_citation
Cirsium arvense,flowersVisitedBy,Bembix,genus,,46.07432,-96.97236,"Clint Otto, Russ Bryant, and Ned H. Euliss Jr., 2020, The U.S. Geological Survey Pollinator Library Dataset: U.S. Geological Survey. https://doi.org/10.5066/P9DSS3VL. Accessed at <https://www.sciencebase.gov/catalog/file/get/5f076d2082ce21d4c3fb7426?f=__disk__c5%2F05%2Fa4%2Fc505a40f8b320c4d1444ba286d4e7ec1143390a9> on 09 May 2025."
Cirsium arvense,flowersVisitedBy,Kuzinia,genus,,51.312806,-2.320611,"Pocock, Michael J. O.; Evans, Darren M.; Memmott, Jane (2012), Data from: The robustness and restoration of a network of ecological networks, Dryad, Dataset, https://doi.org/10.5061/dryad.3s36r118. Accessed at <https://datadryad.org/stash/downloads/file_stream/40321> on 09 May 2025."
Cirsium arvense,flowersVisitedBy,Bracon,genus,,51.312806,-2.320611,"Pocock, Michael J. O.; Evans, Darren M.; Memmott, Jane (2012), Data from: The robustness and restoration of a network of ecological networks, Dryad, Dataset, https://doi.org/10.5061/dryad.3s36r118. Accessed at <https://datadryad.org/stash/downloads/file_stream/40321> on 09 May 2025."
Cirsium arvense,flowersVisitedBy,Spatulapica,genus,,51.312806,-2.320611,"Pocock, Michael J. O.; Evans, Darren M.; Memmott, Jane (2012), Data from: The robustness and restoration of a network of ecological networks, Dryad, Dataset, https://doi.org/10.5061/dryad.3s36r118. Accessed at <https://datadryad.org/stash/downloads/file_stream/40321> on 09 May 2025."
Cirsium arvense,flowersVisitedBy,Theroscopus,genus,,51.312806,-2.320611,"Pocock, Michael J. O.; Evans, Darren M.; Memmott, Jane (2012), Data from: The robustness and restoration of a network of ecological networks, Dryad, Dataset, https://doi.org/10.5061/dryad.3s36r118. Accessed at <https://datadryad.org/stash/downloads/file_stream/40321> on 09 May 2025."
Cirsium arvense,flowersVisitedBy,Tetramesa,genus,,51.312806,-2.320611,"Pocock, Michael J. O.; Evans, Darren M.; Memmott, Jane (2012), Data from: The robustness and restoration of a network of ecological networks, Dryad, Dataset, https://doi.org/10.5061/dryad.3s36r118. Accessed at <https://datadryad.org/stash/downloads/file_stream/40321> on 09 May 2025."
Cirsium arvense,pollinatedBy,Volucella,genus,,52.19419861,-0.697000027,doi:10.1111/1365-2664.12060
Cirsium arvense,pollinatedBy,Zygaena,genus,,45.760339,11.699603,doi:10.1007/s00442-022-05151-6
Cirsium arvense,pollinatedBy,Gasteruption,genus,,47.152582,5.252872,"Lanuza et al. (2025), EuPPollNet: A European Database of Plant-Pollinator Networks. Global Ecol Biogeogr, 34: e70000. https://doi.org/10.1111/geb.70000. Accessed at <https://github.com/JoseBSL/EuPPollNet/archive/54bcb8e23bdc221d930a6d212778103bbbff5287.zip> on 09 May 2025."
Cirsium arvense,pollinatedBy,Neomyia,genus,,47.152582,5.252872,"Lanuza et al. (2025), EuPPollNet: A European Database of Plant-Pollinator Networks. Global Ecol Biogeogr, 34: e70000. https://doi.org/10.1111/geb.70000. Accessed at <https://github.com/JoseBSL/EuPPollNet/archive/54bcb8e23bdc221d930a6d212778103bbbff5287.zip> on 09 May 2025."
Cirsium vulgare,pollinatedBy,Phorbia,genus,,56.066667,10.216667,"Bek S (2006). A pollination network from a Danish forest meadow. MSc thesis (Univ of Aarhus, Aarhus, Denmark)."
Cirsium vulgare,flowersVisitedBy,Dione,genus,,NA,NA,National Database Plant Pollinators. Center for Plant Conservation at San Diego Zoo Global. Accessed via https://saveplants.org/national-collection/pollinator-search/ on 2020-06-05. Accessed at <https://github.com/globalbioticinteractions/cpc-pollinators/archive/a64674001b3fce1c5a4896d8c29b4bcb024e6f0b.zip> on 09 May 2025.
Cirsium vulgare,flowersVisitedBy,Anthophila,genus,,NA,NA,"Ollerton, J., Trunschke, J. ., Havens, K. ., Landaverde-González, P. ., Keller, A. ., Gilpin, A.-M. ., Rodrigo Rech, A. ., Baronio, G. J. ., Phillips, B. J., Mackin, C. ., Stanley, D. A., Treanore, E. ., Baker, E. ., Rotheray, E. L., Erickson, E. ., Fornoff, F. ., Brearley, F. Q. ., Ballantyne, G. ., Iossa, G. ., Stone, G. N., Bartomeus, I. ., Stockan, J. A., Leguizamón, J., Prendergast, K. ., Rowley, L., Giovanetti, M., de Oliveira Bueno, R., Wesselingh, R. A., Mallinger, R., Edmondson, S., Howard, S. R., Leonhardt, S. D., Rojas-Nossa, S. V., Brett, M., Joaqui, T., Antoniazzi, R., Burton, V. J., Feng, H.-H., Tian, Z.-X., Xu, Q., Zhang, C., Shi, C.-L., Huang, S.-Q., Cole, L. J., Bendifallah, L., Ellis, E. E., Hegland, S. J., Straffon Díaz, S., Lander, T. A. ., Mayr, A. V., Dawson, R. ., Eeraerts, M. ., Armbruster, W. S. ., Walton, B. ., Adjlane, N. ., Falk, S. ., Mata, L. ., Goncalves Geiger, A. ., Carvell, C. ., Wallace, C. ., Ratto, F. ., Barberis, M. ., Kahane, F. ., Connop, S. ., Stip, A. ., Sigrist, M. R. ., Vereecken, N. J. ., Klein, A.-M., Baldock, K. ., & Arnold, S. E. J. . (2022). Pollinator-flower interactions in gardens during the COVID-19 pandemic lockdown of 2020. Journal of Pollination Ecology, 31, 87–96. https://doi.org/10.26786/1920-7603(2022)695. Accessed at <https://github.com/globalbioticinteractions/ollerton2022/archive/7eb71e8e5026ec08c04a69a09860f8927061a8fd.zip> on 09 May 2025."
Cirsium vulgare,pollinatedBy,Pyrophaena,genus,,52.20818329,-1.181249976,doi:10.1111/j.1365-2664.2010.01949.x
Cirsium vulgare,pollinatedBy,Psithyrus,genus,,47.604083,12.880783,"Lanuza et al. (2025), EuPPollNet: A European Database of Plant-Pollinator Networks. Global Ecol Biogeogr, 34: e70000. https://doi.org/10.1111/geb.70000. Accessed at <https://github.com/JoseBSL/EuPPollNet/archive/54bcb8e23bdc221d930a6d212778103bbbff5287.zip> on 09 May 2025."
Cirsium vulgare,pollinatedBy,Trachandrena,genus,,39.278958,-89.8968771,"Robertson, C. 1929. Flowers and insects: lists of visitors to four hundred and fifty-three flowers. Carlinville, IL, USA, C. Robertson."
Cirsium vulgare,pollinatedBy,Tetrachrysis,genus,,39.278958,-89.8968771,"Robertson, C. 1929. Flowers and insects: lists of visitors to four hundred and fifty-three flowers. Carlinville, IL, USA, C. Robertson."
Cirsium vulgare,pollinatedBy,Oxybelus,genus,,39.278958,-89.8968771,"Robertson, C. 1929. Flowers and insects: lists of visitors to four hundred and fifty-three flowers. Carlinville, IL, USA, C. Robertson."
Cirsium vulgare,pollinatedBy,Ripiphorus,genus,,39.278958,-89.8968771,"Robertson, C. 1929. Flowers and insects: lists of visitors to four hundred and fifty-three flowers. Carlinville, IL, USA, C. Robertson."
Cirsium vulgare,pollinatedBy,Elampus,genus,,39.278958,-89.8968771,"Robertson, C. 1929. Flowers and insects: lists of visitors to four hundred and fifty-three flowers. Carlinville, IL, USA, C. Robertson."
Cirsium vulgare,pollinatedBy,Chelostomoides,genus,,39.278958,-89.8968771,"Robertson, C. 1929. Flowers and insects: lists of visitors to four hundred and fifty-three flowers. Carlinville, IL, USA, C. Robertson."
Cirsium vulgare,pollinatedBy,Leptosphaeria,remove,fungi,39.278958,-89.8968771,"Robertson, C. 1929. Flowers and insects: lists of visitors to four hundred and fifty-three flowers. Carlinville, IL, USA, C. Robertson."
Cirsium vulgare,pollinatedBy,Anthocomus,genus,,39.278958,-89.8968771,"Robertson, C. 1929. Flowers and insects: lists of visitors to four hundred and fifty-three flowers. Carlinville, IL, USA, C. Robertson."
Cirsium vulgare,pollinatedBy,Gnathias,genus,,39.278958,-89.8968771,"Robertson, C. 1929. Flowers and insects: lists of visitors to four hundred and fifty-three flowers. Carlinville, IL, USA, C. Robertson."
Cirsium vulgare,pollinatedBy,Hesperia,genus,,49.19025278,-123.0867889,"Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1. Accessed at <https://github.com/globalbioticinteractions/guzman2022/archive/e24f70b4a435156264c45a853b4a58687df4cdfc.zip> on 09 May 2025."
Cirsium vulgare,pollinatedBy,Aphis,genus,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004490&pollinator=NHMSYS0020705202
Cirsium vulgare,pollinatedBy,Phora,genus,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004490&pollinator=NBNSYS0000136451
Cirsium vulgare,pollinatedBy,Dacnusa,genus,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004490&pollinator=NHMSYS0020704972
Cirsium vulgare,pollinatedBy,Ichneumon,genus,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004490&pollinator=NHMSYS0000899690
Cirsium vulgare,pollinatedBy,Eurytoma,genus,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004490&pollinator=NHMSYS0020705029
Cirsium vulgare,pollinatedBy,Brachypterus,genus,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004490&pollinator=NHMSYS0001717383
Cirsium vulgare,flowersVisitedBy,Eutricharaea,genus,,41.68509895,-73.89255124,https://www.inaturalist.org/observations/53876723
Cirsium vulgare,flowersVisitedBy,Belenois,genus,,-33.69202777,25.75611473,https://www.inaturalist.org/observations/260981217
Cirsium vulgare,flowersVisitedBy,Zadontomerus,genus,,41.7106068,-71.94813189,https://www.inaturalist.org/observations/238430912
Helianthus petiolaris,flowersVisitedBy,Sedum,genus,,35.18700429,-106.6892862,https://www.inaturalist.org/observations/51813184
Helianthus petiolaris,pollinatedBy,Lemonias,genus,,38.841784,-105.043821,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington."
Helianthus annuus,pollinatedBy,Ectemnius,genus,,39.278958,-89.8968771,"Robertson, C. 1929. Flowers and insects: lists of visitors to four hundred and fifty-three flowers. Carlinville, IL, USA, C. Robertson."
Helianthus annuus,pollinatedBy,Neotrypetes,genus,,39.278958,-89.8968771,"Robertson, C. 1929. Flowers and insects: lists of visitors to four hundred and fifty-three flowers. Carlinville, IL, USA, C. Robertson."
Helianthus annuus,pollinatedBy,Pyticara,genus,,39.278958,-89.8968771,"Robertson, C. 1929. Flowers and insects: lists of visitors to four hundred and fifty-three flowers. Carlinville, IL, USA, C. Robertson."
Helianthus annuus,pollinatedBy,Curtisapis,genus,,39.278958,-89.8968771,"Robertson, C. 1929. Flowers and insects: lists of visitors to four hundred and fifty-three flowers. Carlinville, IL, USA, C. Robertson."
Helianthus annuus,pollinatedBy,Scenopinus,genus,,39.278958,-89.8968771,"Robertson, C. 1929. Flowers and insects: lists of visitors to four hundred and fifty-three flowers. Carlinville, IL, USA, C. Robertson."
Helianthus annuus,pollinatedBy,Philampelus,genus,,39.278958,-89.8968771,"Robertson, C. 1929. Flowers and insects: lists of visitors to four hundred and fifty-three flowers. Carlinville, IL, USA, C. Robertson."
Helianthus annuus,pollinatedBy,Limochores,genus,,39.278958,-89.8968771,"Robertson, C. 1929. Flowers and insects: lists of visitors to four hundred and fifty-three flowers. Carlinville, IL, USA, C. Robertson."
Helianthus annuus,pollinatedBy,Nematus,genus,,39.278958,-89.8968771,"Robertson, C. 1929. Flowers and insects: lists of visitors to four hundred and fifty-three flowers. Carlinville, IL, USA, C. Robertson."
Helianthus annuus,flowersVisitedBy,Colias,genus,,NA,NA,National Database Plant Pollinators. Center for Plant Conservation at San Diego Zoo Global. Accessed via https://saveplants.org/national-collection/pollinator-search/ on 2020-06-05. Accessed at <https://github.com/globalbioticinteractions/cpc-pollinators/archive/a64674001b3fce1c5a4896d8c29b4bcb024e6f0b.zip> on 09 May 2025.
Helianthus annuus,pollinatedBy,Halictus ,genus,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Ophion,genus,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Usia,genus,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Eumenes,genus,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Stevenia,genus,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Tetraodontiformes,genus,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Dasypoda,genus,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Athalia,genus,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Mantodea,genus,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Pimpla,genus,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Scaeva,genus,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Macroglossum,genus,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Xylocopa,genus,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Protaetia,genus,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Trypoxylon,genus,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Chrysis,genus,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Arge,genus,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Pseudapis,genus,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Calocoris,genus,,42.22005844,-3.614909887,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Brachymeria,genus,,42.22005844,-3.614909887,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Xysticus,genus,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Eilema,genus,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Mutilla,genus,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Eucera,genus,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Stenopterus,genus,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Stylophora,remove,coral,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Pyronia,genus,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Icneumon,genus,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Lygus,genus,,42.22005844,-3.614909887,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Amegilla,genus,,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Macroscelides,remove,mammal,42.22003937,-3.614569902,"Silvia Castro, Lucie Mota, Joao Loureiro, Evan Marks"
Helianthus annuus,pollinatedBy,Tarsalia,genus,,31.63305402,34.887231,"Gideon Pisanty, Alexandra-Maria Klein, Yael Mandelik"
Helianthus annuus,pollinatedBy,Tetraloniella,genus,,-24.94235,28.59504,Luisa G. Carvalheiro
Helianthus annuus,pollinatedBy,Carpophilus,genus,,-24.94235,28.59504,Luisa G. Carvalheiro
Helianthus annuus,pollinatedBy,Decaria,genus,,-24.94235,28.59504,Luisa G. Carvalheiro
Helianthus annuus,pollinatedBy,Coproica,genus,,-24.94235,28.59504,Luisa G. Carvalheiro
Helianthus annuus,pollinatedBy,Eupeodus,genus,,46.22673329,-0.384503843,"Jeroen Scheper (WUR), David Kleijn (WUR), Isabelle Badenhausser (CEBC-CNRS), Vincent Bretagnolle (CEBC-CNRS), Ignasi Bartomeus (EBD-CSIC), Carlos Zaragoza-Trello (EBD-CSIC)"
Helianthus annuus,pollinatedBy,Colotis,genus,,-24.99804,28.54212,Agustin Saez/CONICET (Universidad Nacional del Comahue)
Helianthus annuus,pollinatedBy,Mylothris,genus,,-24.99804,28.54212,Agustin Saez/CONICET (Universidad Nacional del Comahue)
Helianthus annuus,pollinatedBy,Chrysoperla,genus,,-24.99804,28.54212,Agustin Saez/CONICET (Universidad Nacional del Comahue)
Heterotheca villosa,flowersVisitedBy,Lycaena,genus,,NA,NA,National Database Plant Pollinators. Center for Plant Conservation at San Diego Zoo Global. Accessed via https://saveplants.org/national-collection/pollinator-search/ on 2020-06-05. Accessed at <https://github.com/globalbioticinteractions/cpc-pollinators/archive/a64674001b3fce1c5a4896d8c29b4bcb024e6f0b.zip> on 09 May 2025.
Heterotheca villosa,pollinatedBy,Phormia,genus,,NA,NA,CaraDonna2017
Heterotheca villosa,pollinatedBy,Pierisrapa,genus,,NA,NA,CaraDonna2017
Leucanthemum vulgare,pollinatedBy,Helle,genus,,NA,NA,Canterbury Museum. (2024). Canterbury Museum (CMNZ) collection insect specimen-plant flower interactions (0.2) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.11694302. Accessed at <https://github.com/globalbioticinteractions/cmnz/archive/344398ab632a372899e03168499d0e4cac9209f9.zip> on 09 May 2025.
Leucanthemum vulgare,pollinatedBy,Tachina,genus,,48.808556,-123.63125,"Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1. Accessed at <https://github.com/globalbioticinteractions/guzman2022/archive/e24f70b4a435156264c45a853b4a58687df4cdfc.zip> on 09 May 2025."
Leucanthemum vulgare,pollinatedBy,Thecophora,genus,,48.808556,-123.63125,"Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1. Accessed at <https://github.com/globalbioticinteractions/guzman2022/archive/e24f70b4a435156264c45a853b4a58687df4cdfc.zip> on 09 May 2025."
Leucanthemum vulgare,pollinatedBy,Physocephala,genus,,45.601305,-122.39864,"Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1. Accessed at <https://github.com/globalbioticinteractions/guzman2022/archive/e24f70b4a435156264c45a853b4a58687df4cdfc.zip> on 09 May 2025."
Leucanthemum vulgare,pollinatedBy,Dalmannia,genus,,44.028456,-123.17364,"Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1. Accessed at <https://github.com/globalbioticinteractions/guzman2022/archive/e24f70b4a435156264c45a853b4a58687df4cdfc.zip> on 09 May 2025."
Leucanthemum vulgare,pollinatedBy,Priocnemis,genus,,44.77879,-122.74432,"Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1. Accessed at <https://github.com/globalbioticinteractions/guzman2022/archive/e24f70b4a435156264c45a853b4a58687df4cdfc.zip> on 09 May 2025."
Leucanthemum vulgare,pollinatedBy,Holopyga,genus,,45.601305,-122.39864,"Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1. Accessed at <https://github.com/globalbioticinteractions/guzman2022/archive/e24f70b4a435156264c45a853b4a58687df4cdfc.zip> on 09 May 2025."
Leucanthemum vulgare,pollinatedBy,Limnophora,genus,,44.77879,-122.74432,"Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1. Accessed at <https://github.com/globalbioticinteractions/guzman2022/archive/e24f70b4a435156264c45a853b4a58687df4cdfc.zip> on 09 May 2025."
Leucanthemum vulgare,pollinatedBy,Empis,genus,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004464&pollinator=NBNSYS0000132794
Leucanthemum vulgare,pollinatedBy,Tortrix,genus,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004464&pollinator=NHMSYS0000521198
Leucanthemum vulgare,pollinatedBy,Thrips,genus,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004464&pollinator=NHMSYS0020305130
Leucanthemum vulgare,pollinatedBy,Chrysops,genus,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004464&pollinator=NBNSYS0000041854
Leucanthemum vulgare,pollinatedBy,Inostemma,genus,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004464&pollinator=NHMSYS0021203600
Leucanthemum vulgare,pollinatedBy,Dichrogaster,genus,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004464&pollinator=NHMSYS0020930777
Leucanthemum vulgare,pollinatedBy,Aprostocetus,genus,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004464&pollinator=NHMSYS0020929997
Leucanthemum vulgare,pollinatedBy,Parhelophilus,genus,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004464&pollinator=NBNSYS0000136151
Leucanthemum vulgare,pollinatedBy,Lytta,genus,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004464&pollinator=NHMSYS0001717476
Leucanthemum vulgare,pollinatedBy,Chrysotus,genus,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004464&pollinator=NBNSYS0000131632
Leucanthemum vulgare,pollinatedBy,Hylemya,genus,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004464&pollinator=NBNSYS0000134001
Leucanthemum vulgare,pollinatedBy,Meliscaeva,genus,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004464&pollinator=NBNSYS0000135017
Leucanthemum vulgare,pollinatedBy,Phryxe,genus,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004464&pollinator=NBNSYS0000136472
Leucanthemum vulgare,pollinatedBy,Siphona,genus,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004464&pollinator=NBNSYS0000137788
Leucanthemum vulgare,pollinatedBy,Lejogaster,genus,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004464&pollinator=NBNSYS0000134426
Leucanthemum vulgare,pollinatedBy,Chrysocharis,genus,,NA,NA,https://www.sussex.ac.uk/lifesci/ebe/dopi/search/interactions?plant=NBNSYS0000004464&pollinator=NHMSYS0020930086
Leucanthemum vulgare,flowersVisitedBy,Trigonarthris,genus,,44.26381,-71.235027,https://www.inaturalist.org/observations/97377486
Leucanthemum vulgare,flowersVisitedBy,Symmorphus,genus,,44.412465,-72.524305,https://www.inaturalist.org/observations/89761138
Leucanthemum vulgare,flowersVisitedBy,Mecaphesa,genus,,35.99777778,-75.6475,https://www.inaturalist.org/observations/225159737
Leucanthemum vulgare,flowersVisitedBy,Austrevylaeus,genus,,-43.505662,172.679455,https://www.inaturalist.org/observations/4170007
Leucanthemum vulgare,flowersVisitedBy,Phyciodes,genus,,44.07007686,-73.35578156,https://www.inaturalist.org/observations/3621586
Leucanthemum vulgare,flowersVisitedBy,Misumenini,genus,,34.06463274,-84.07025931,https://www.inaturalist.org/observations/216235742
Leucanthemum vulgare,pollinatedBy,Discodon,genus,,-37.872675,-58.030991,"Sabatino M., Maceira N., Aizen A. M. (2010) Direct effects of habitat area on interaction diversity in pollination webs. Ecological Applications, 20(6), pp. 1491–1497."
Leucanthemum vulgare,pollinatedBy,Palpada,genus,,-37.872675,-58.030991,"Sabatino M., Maceira N., Aizen A. M. (2010) Direct effects of habitat area on interaction diversity in pollination webs. Ecological Applications, 20(6), pp. 1491–1497."
Leucanthemum vulgare,pollinatedBy,Manettia,remove,plant,-37.872675,-58.030991,"Sabatino M., Maceira N., Aizen A. M. (2010) Direct effects of habitat area on interaction diversity in pollination webs. Ecological Applications, 20(6), pp. 1491–1497."
Leucanthemum vulgare,pollinatedBy,Syritta,genus,,-37.872675,-58.030991,"Sabatino M., Maceira N., Aizen A. M. (2010) Direct effects of habitat area on interaction diversity in pollination webs. Ecological Applications, 20(6), pp. 1491–1497."
Leucanthemum vulgare,pollinatedBy,Augochloropsis,genus,,-37.872675,-58.030991,"Sabatino M., Maceira N., Aizen A. M. (2010) Direct effects of habitat area on interaction diversity in pollination webs. Ecological Applications, 20(6), pp. 1491–1497."
Leucanthemum vulgare,pollinatedBy,Spintherophyta,genus,,-37.872675,-58.030991,"Sabatino M., Maceira N., Aizen A. M. (2010) Direct effects of habitat area on interaction diversity in pollination webs. Ecological Applications, 20(6), pp. 1491–1497."
Leucanthemum vulgare,pollinatedBy,Parachytas,genus,,-37.872675,-58.030991,"Sabatino M., Maceira N., Aizen A. M. (2010) Direct effects of habitat area on interaction diversity in pollination webs. Ecological Applications, 20(6), pp. 1491–1497."
Leucanthemum vulgare,pollinatedBy,Sphecodium,genus,,39.278958,-89.8968771,"Robertson, C. 1929. Flowers and insects: lists of visitors to four hundred and fifty-three flowers. Carlinville, IL, USA, C. Robertson."
Leucanthemum vulgare,pollinatedBy,Xanthomelanodes,genus,,39.278958,-89.8968771,"Robertson, C. 1929. Flowers and insects: lists of visitors to four hundred and fifty-three flowers. Carlinville, IL, USA, C. Robertson."
