"source_taxon_external_id","source_taxon_name","source_taxon_path","source_specimen_life_stage","interaction_type","target_taxon_external_id","target_taxon_name","target_taxon_path","target_specimen_life_stage","latitude","longitude","study_citation","study_source_citation","species","target_taxon","target_taxon_genus","target_taxon_species"
"GBIF:6303257","Achillea millefolium borealis","Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Achillea | Achillea millefolium | Achillea millefolium borealis",NA,"flowersVisitedBy","GBIF:7946948","Philanthus bilunatus","Animalia | Arthropoda | Insecta | Hymenoptera | Crabronidae | Philanthus | Philanthus bilunatus",NA,51.0560837777,-114.0538681122,"https://www.inaturalist.org/observations/90083692","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","Achillea millefolium","species","Philanthus","Philanthus bilunatus"
"GBIF:3023905","Amelanchier alnifolia","Plantae | Tracheophyta | Magnoliopsida | Rosales | Rosaceae | Amelanchier | Amelanchier alnifolia",NA,"pollinatedBy","IRMNG:1318560","Lasioglossum","Animalia | Arthropoda | Insecta | Hymenoptera | Halictidae | Lasioglossum",NA,49.0113888888889,-119.620555555556,"Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1. Accessed at <https://github.com/globalbioticinteractions/guzman2022/archive/e24f70b4a435156264c45a853b4a58687df4cdfc.zip> on 03 May 2025.","Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1","Amelanchier alnifolia","genus","Lasioglossum",NA
"GBIF:3023905","Amelanchier alnifolia","Plantae | Tracheophyta | Magnoliopsida | Rosales | Rosaceae | Amelanchier | Amelanchier alnifolia",NA,"pollinatedBy","EOL:1045608","Apis mellifera","Life | Cellular Organisms | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Hymenoptera | Apocrita | Aculeata | Apoidea | Anthophila | Apidae | Apinae | Apini | Apis | Apis mellifera",NA,49.1843055555556,-119.585527777778,"Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1. Accessed at <https://github.com/globalbioticinteractions/guzman2022/archive/e24f70b4a435156264c45a853b4a58687df4cdfc.zip> on 03 May 2025.","Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1","Amelanchier alnifolia","species","Apis","Apis mellifera"
"GBIF:3023905","Amelanchier alnifolia","Plantae | Tracheophyta | Magnoliopsida | Rosales | Rosaceae | Amelanchier | Amelanchier alnifolia",NA,"pollinatedBy","EOL:1045608","Apis mellifera","Life | Cellular Organisms | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Hymenoptera | Apocrita | Aculeata | Apoidea | Anthophila | Apidae | Apinae | Apini | Apis | Apis mellifera",NA,49.2621111111111,-119.509333333333,"Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1. Accessed at <https://github.com/globalbioticinteractions/guzman2022/archive/e24f70b4a435156264c45a853b4a58687df4cdfc.zip> on 03 May 2025.","Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1","Amelanchier alnifolia","species","Apis","Apis mellifera"
"GBIF:3023905","Amelanchier alnifolia","Plantae | Tracheophyta | Magnoliopsida | Rosales | Rosaceae | Amelanchier | Amelanchier alnifolia",NA,"pollinatedBy","IRMNG:1318560","Lasioglossum","Animalia | Arthropoda | Insecta | Hymenoptera | Halictidae | Lasioglossum",NA,49.0113888888889,-119.620555555556,"Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1. Accessed at <https://github.com/globalbioticinteractions/guzman2022/archive/e24f70b4a435156264c45a853b4a58687df4cdfc.zip> on 03 May 2025.","Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1","Amelanchier alnifolia","genus","Lasioglossum",NA
"GBIF:3023905","Amelanchier alnifolia","Plantae | Tracheophyta | Magnoliopsida | Rosales | Rosaceae | Amelanchier | Amelanchier alnifolia",NA,"pollinatedBy","EOL:1045608","Apis mellifera","Life | Cellular Organisms | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Hymenoptera | Apocrita | Aculeata | Apoidea | Anthophila | Apidae | Apinae | Apini | Apis | Apis mellifera",NA,49.2621111111111,-119.509333333333,"Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1. Accessed at <https://github.com/globalbioticinteractions/guzman2022/archive/e24f70b4a435156264c45a853b4a58687df4cdfc.zip> on 03 May 2025.","Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1","Amelanchier alnifolia","species","Apis","Apis mellifera"
"GBIF:3023905","Amelanchier alnifolia","Plantae | Tracheophyta | Magnoliopsida | Rosales | Rosaceae | Amelanchier | Amelanchier alnifolia",NA,"pollinatedBy","IRMNG:103078","Tachinidae","Animalia | Arthropoda | Insecta | Diptera | Tachinidae",NA,49.0113888888889,-119.620555555556,"Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1. Accessed at <https://github.com/globalbioticinteractions/guzman2022/archive/e24f70b4a435156264c45a853b4a58687df4cdfc.zip> on 03 May 2025.","Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1","Amelanchier alnifolia","family",NA,NA
"GBIF:3023905","Amelanchier alnifolia","Plantae | Tracheophyta | Magnoliopsida | Rosales | Rosaceae | Amelanchier | Amelanchier alnifolia",NA,"pollinatedBy","EOL:1045608","Apis mellifera","Life | Cellular Organisms | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Hymenoptera | Apocrita | Aculeata | Apoidea | Anthophila | Apidae | Apinae | Apini | Apis | Apis mellifera",NA,49.2621111111111,-119.509333333333,"Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1. Accessed at <https://github.com/globalbioticinteractions/guzman2022/archive/e24f70b4a435156264c45a853b4a58687df4cdfc.zip> on 03 May 2025.","Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1","Amelanchier alnifolia","species","Apis","Apis mellifera"
"GBIF:3023905","Amelanchier alnifolia","Plantae | Tracheophyta | Magnoliopsida | Rosales | Rosaceae | Amelanchier | Amelanchier alnifolia",NA,"pollinatedBy","EOL:1045608","Apis mellifera","Life | Cellular Organisms | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Hymenoptera | Apocrita | Aculeata | Apoidea | Anthophila | Apidae | Apinae | Apini | Apis | Apis mellifera",NA,49.1843055555556,-119.585527777778,"Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1. Accessed at <https://github.com/globalbioticinteractions/guzman2022/archive/e24f70b4a435156264c45a853b4a58687df4cdfc.zip> on 03 May 2025.","Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1","Amelanchier alnifolia","species","Apis","Apis mellifera"
"GBIF:3023905","Amelanchier alnifolia","Plantae | Tracheophyta | Magnoliopsida | Rosales | Rosaceae | Amelanchier | Amelanchier alnifolia",NA,"pollinatedBy","EOL:1045608","Apis mellifera","Life | Cellular Organisms | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Hymenoptera | Apocrita | Aculeata | Apoidea | Anthophila | Apidae | Apinae | Apini | Apis | Apis mellifera",NA,49.2621111111111,-119.509333333333,"Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1. Accessed at <https://github.com/globalbioticinteractions/guzman2022/archive/e24f70b4a435156264c45a853b4a58687df4cdfc.zip> on 03 May 2025.","Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1","Amelanchier alnifolia","species","Apis","Apis mellifera"
"GBIF:3023905","Amelanchier alnifolia","Plantae | Tracheophyta | Magnoliopsida | Rosales | Rosaceae | Amelanchier | Amelanchier alnifolia",NA,"pollinatedBy","EOL:1045608","Apis mellifera","Life | Cellular Organisms | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Hymenoptera | Apocrita | Aculeata | Apoidea | Anthophila | Apidae | Apinae | Apini | Apis | Apis mellifera",NA,49.1843055555556,-119.585527777778,"Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1. Accessed at <https://github.com/globalbioticinteractions/guzman2022/archive/e24f70b4a435156264c45a853b4a58687df4cdfc.zip> on 03 May 2025.","Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1","Amelanchier alnifolia","species","Apis","Apis mellifera"
"GBIF:3023905","Amelanchier alnifolia","Plantae | Tracheophyta | Magnoliopsida | Rosales | Rosaceae | Amelanchier | Amelanchier alnifolia",NA,"pollinatedBy","IRMNG:1434836","Symphyta","Animalia | Arthropoda | Insecta | Lepidoptera | Lasiocampidae | Symphyta",NA,49.0113888888889,-119.620555555556,"Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1. Accessed at <https://github.com/globalbioticinteractions/guzman2022/archive/e24f70b4a435156264c45a853b4a58687df4cdfc.zip> on 03 May 2025.","Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1","Amelanchier alnifolia","suborder",NA,NA
"GBIF:3023905","Amelanchier alnifolia","Plantae | Tracheophyta | Magnoliopsida | Rosales | Rosaceae | Amelanchier | Amelanchier alnifolia",NA,"pollinatedBy","IRMNG:103078","Tachinidae","Animalia | Arthropoda | Insecta | Diptera | Tachinidae",NA,49.0153333333333,-119.58775,"Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1. Accessed at <https://github.com/globalbioticinteractions/guzman2022/archive/e24f70b4a435156264c45a853b4a58687df4cdfc.zip> on 03 May 2025.","Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1","Amelanchier alnifolia","family",NA,NA
"GBIF:3023905","Amelanchier alnifolia","Plantae | Tracheophyta | Magnoliopsida | Rosales | Rosaceae | Amelanchier | Amelanchier alnifolia",NA,"pollinatedBy","EOL:1045608","Apis mellifera","Life | Cellular Organisms | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Hymenoptera | Apocrita | Aculeata | Apoidea | Anthophila | Apidae | Apinae | Apini | Apis | Apis mellifera",NA,49.2621111111111,-119.509333333333,"Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1. Accessed at <https://github.com/globalbioticinteractions/guzman2022/archive/e24f70b4a435156264c45a853b4a58687df4cdfc.zip> on 03 May 2025.","Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1","Amelanchier alnifolia","species","Apis","Apis mellifera"
"GBIF:3023905","Amelanchier alnifolia","Plantae | Tracheophyta | Magnoliopsida | Rosales | Rosaceae | Amelanchier | Amelanchier alnifolia",NA,"pollinatedBy","EOL:1045608","Apis mellifera","Life | Cellular Organisms | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Hymenoptera | Apocrita | Aculeata | Apoidea | Anthophila | Apidae | Apinae | Apini | Apis | Apis mellifera",NA,49.1843055555556,-119.585527777778,"Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1. Accessed at <https://github.com/globalbioticinteractions/guzman2022/archive/e24f70b4a435156264c45a853b4a58687df4cdfc.zip> on 03 May 2025.","Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1","Amelanchier alnifolia","species","Apis","Apis mellifera"
"GBIF:3023905","Amelanchier alnifolia","Plantae | Tracheophyta | Magnoliopsida | Rosales | Rosaceae | Amelanchier | Amelanchier alnifolia",NA,"pollinatedBy","IRMNG:1434836","Symphyta","Animalia | Arthropoda | Insecta | Lepidoptera | Lasiocampidae | Symphyta",NA,49.2621111111111,-119.509333333333,"Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1. Accessed at <https://github.com/globalbioticinteractions/guzman2022/archive/e24f70b4a435156264c45a853b4a58687df4cdfc.zip> on 03 May 2025.","Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1","Amelanchier alnifolia","suborder",NA,NA
"GBIF:3023905","Amelanchier alnifolia","Plantae | Tracheophyta | Magnoliopsida | Rosales | Rosaceae | Amelanchier | Amelanchier alnifolia",NA,"flowersVisitedBy","GBIF:3029922","Fragaria virginiana virginiana","Plantae | Tracheophyta | Magnoliopsida | Rosales | Rosaceae | Fragaria | Fragaria virginiana | Fragaria virginiana virginiana",NA,51.0939233333,-114.1839716667,"https://www.inaturalist.org/observations/160423242","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","Amelanchier alnifolia","plant",NA,NA
"GBIF:3023905","Amelanchier alnifolia","Plantae | Tracheophyta | Magnoliopsida | Rosales | Rosaceae | Amelanchier | Amelanchier alnifolia",NA,"flowersVisitedBy","GBIF:1353453","Halictus rubicundus","Animalia | Arthropoda | Insecta | Hymenoptera | Halictidae | Halictus | Halictus rubicundus",NA,50.9587976069,-113.9650908355,"https://www.inaturalist.org/observations/80832965","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","Amelanchier alnifolia","species","Halictus","Halictus rubicundus"
"GBIF:3023905","Amelanchier alnifolia","Plantae | Tracheophyta | Magnoliopsida | Rosales | Rosaceae | Amelanchier | Amelanchier alnifolia",NA,"flowersVisitedBy","GBIF:1357746","Andrena milwaukeensis","Animalia | Arthropoda | Insecta | Hymenoptera | Andrenidae | Andrena | Andrena milwaukeensis",NA,51.0133833333,-114.0928972222,"https://www.inaturalist.org/observations/80688248","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","Amelanchier alnifolia","species","Andrena","Andrena milwaukeensis"
"GBIF:9419395","Anemonastrum canadense","Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Ranunculaceae | Anemonastrum | Anemonastrum canadense",NA,"flowersVisitedBy","GBIF:4990191","Coccinella septempunctata","Animalia | Arthropoda | Insecta | Coleoptera | Coccinellidae | Coccinella | Coccinella septempunctata",NA,51.0644425254,-114.1521964967,"https://www.inaturalist.org/observations/50507765","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","Anemonastrum canadense","species","Coccinella","Coccinella septempunctata"
"GBIF:9419395","Anemonastrum canadense","Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Ranunculaceae | Anemonastrum | Anemonastrum canadense",NA,"flowersVisitedBy","GBIF:1920496","Pieris rapae","Animalia | Arthropoda | Insecta | Lepidoptera | Pieridae | Pieris | Pieris rapae","adult",51.0303749669,-114.0564829789,"https://www.inaturalist.org/observations/49169108","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","Anemonastrum canadense","species","Pieris","Pieris rapae"
"GBIF:9419395","Anemonastrum canadense","Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Ranunculaceae | Anemonastrum | Anemonastrum canadense",NA,"flowersVisitedBy","GBIF:1539106","Sphaerophoria","Animalia | Arthropoda | Insecta | Diptera | Syrphidae | Sphaerophoria",NA,51.1327524309,-114.2406177715,"https://www.inaturalist.org/observations/49092767","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","Anemonastrum canadense","genus","Sphaerophoria",NA
"GBIF:9419395","Anemonastrum canadense","Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Ranunculaceae | Anemonastrum | Anemonastrum canadense",NA,"flowersVisitedBy","INAT_TAXON:984193","Trichodes nuttalli","Animalia | Arthropoda | Hexapoda | Insecta | Pterygota | Coleoptera | Polyphaga | Cucujiformia | Cleroidea | Cleridae | Clerinae | Trichodes | Trichodes nuttalli","adult",51.0537833333,-114.1334305556,"https://www.inaturalist.org/observations/145925452","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","Anemonastrum canadense","species","Trichodes","Trichodes nuttalli"
"GBIF:9419395","Anemonastrum canadense","Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Ranunculaceae | Anemonastrum | Anemonastrum canadense",NA,"flowersVisitedBy","GBIF:1353501","Lasioglossum","Animalia | Arthropoda | Insecta | Hymenoptera | Halictidae | Lasioglossum",NA,51.1355125469,-114.0704590828,"https://www.inaturalist.org/observations/82790332","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","Anemonastrum canadense","genus","Lasioglossum",NA
"GBIF:9419395","Anemonastrum canadense","Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Ranunculaceae | Anemonastrum | Anemonastrum canadense",NA,"flowersVisitedBy","GBIF:1541299","Eristalis stipator","Animalia | Arthropoda | Insecta | Diptera | Syrphidae | Eristalis | Eristalis stipator",NA,51.1345428905,-114.0696191114,"https://www.inaturalist.org/observations/83564937","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","Anemonastrum canadense","species","Eristalis","Eristalis stipator"
"GBIF:9419395","Anemonastrum canadense","Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Ranunculaceae | Anemonastrum | Anemonastrum canadense",NA,"flowersVisitedBy","GBIF:5071343","Helophilus latifrons","Animalia | Arthropoda | Insecta | Diptera | Syrphidae | Helophilus | Helophilus latifrons",NA,51.134553282,-114.0696135847,"https://www.inaturalist.org/observations/83566223","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","Anemonastrum canadense","species","Helophilus","Helophilus latifrons"
"GBIF:9419395","Anemonastrum canadense","Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Ranunculaceae | Anemonastrum | Anemonastrum canadense",NA,"flowersVisitedBy","GBIF:1924106","Glaucopsyche lygdamus","Animalia | Arthropoda | Insecta | Lepidoptera | Lycaenidae | Glaucopsyche | Glaucopsyche lygdamus","adult",51.1345282468,-114.0696064483,"https://www.inaturalist.org/observations/83566948","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","Anemonastrum canadense","species","Glaucopsyche","Glaucopsyche lygdamus"
"GBIF:5385516","Antennaria umbrinella","Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Antennaria | Antennaria umbrinella",NA,"pollinatedBy","GBIF:1144253","Cortodera subpilosa","Animalia | Arthropoda | Insecta | Coleoptera | Cerambycidae | Cortodera | Cortodera subpilosa",NA,49.0113888888889,-119.620555555556,"Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1. Accessed at <https://github.com/globalbioticinteractions/guzman2022/archive/e24f70b4a435156264c45a853b4a58687df4cdfc.zip> on 03 May 2025.","Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1","Antennaria rosea","species","Cortodera","Cortodera subpilosa"
"GBIF:5385516","Antennaria umbrinella","Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Antennaria | Antennaria umbrinella",NA,"pollinatedBy","EOL:345","Coleoptera","Life | Cellular Organisms | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Coleoptera",NA,49.0153333333333,-119.58775,"Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1. Accessed at <https://github.com/globalbioticinteractions/guzman2022/archive/e24f70b4a435156264c45a853b4a58687df4cdfc.zip> on 03 May 2025.","Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1","Antennaria rosea","order",NA,NA
"GBIF:5385516","Antennaria umbrinella","Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Antennaria | Antennaria umbrinella",NA,"pollinatedBy","GBIF:1144253","Cortodera subpilosa","Animalia | Arthropoda | Insecta | Coleoptera | Cerambycidae | Cortodera | Cortodera subpilosa",NA,49.0113888888889,-119.620555555556,"Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1. Accessed at <https://github.com/globalbioticinteractions/guzman2022/archive/e24f70b4a435156264c45a853b4a58687df4cdfc.zip> on 03 May 2025.","Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1","Antennaria rosea","species","Cortodera","Cortodera subpilosa"
"GBIF:5385516","Antennaria umbrinella","Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Antennaria | Antennaria umbrinella",NA,"pollinatedBy","NCBI:2963417","Andrena sp.","root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Mandibulata | Pancrustacea | Hexapoda | Insecta | Dicondylia | Pterygota | Neoptera | Endopterygota | Hymenoptera | Apocrita | Aculeata | Apoidea | Andrenidae | Andreninae | Andrena | unclassified Andrena | Andrena sp.",NA,49.0113888888889,-119.620555555556,"Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1. Accessed at <https://github.com/globalbioticinteractions/guzman2022/archive/e24f70b4a435156264c45a853b4a58687df4cdfc.zip> on 03 May 2025.","Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1","Antennaria rosea","genus","Andrena sp.",NA
"GBIF:5385516","Antennaria umbrinella","Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Antennaria | Antennaria umbrinella",NA,"pollinatedBy","no:match","Gymnosoma fulginosa","Tachinidae | Gymnosoma | Gymnosoma fulginosa",NA,49.0113888888889,-119.620555555556,"Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1. Accessed at <https://github.com/globalbioticinteractions/guzman2022/archive/e24f70b4a435156264c45a853b4a58687df4cdfc.zip> on 03 May 2025.","Guzman, Laura Melissa; Kelly, Tyler; Elle, Elizabeth, 2022, ""A dataset for pollinator diversity and their interactions with plants in the Pacific NorthWest"", https://doi.org/10.5683/SP3/WTEZNH, Borealis, V1","Antennaria rosea","species","Gymnosoma","Gymnosoma fulginosa"
